work_unit,lower_bound,upper_bound,expected_output,output_variance,wage_cost,expected_idle_time,idle_variance
94,4.0,16.0,24.231432842871307,0.0003481796606982732,21.711317663140775,22.705796365761515,0.0002916526067969528
95,3.0,14.0,12.506722002797257,0.00012672638260691928,27.06717287174465,39.42920626011119,0.0002449238795448446
96,3.0,11.0,6.800902162988933,0.0004242273089165928,21.572688844610532,47.2839233073983,0.0003534062312431101
97,3.0,12.0,14.517307000843598,0.00015962036497021493,24.454452146144114,18.61037754990241,0.0001526396452050773
98,2.0,13.0,21.48027618075816,0.00026239787445609563,30.527528793580288,42.91423906182461,0.0002489468504035976
99,2.0,8.0,14.856450838382724,0.0004576771937647005,30.956346241522162,18.57528409769221,0.0003573840041501447
100,1.0,11.0,11.435613095353403,0.00036044995906329974,16.48494378940348,24.947386214854053,0.0002638536758938756
101,4.0,13.0,24.740807431563454,0.00016672197597032638,35.6666630184401,35.85227833529114,0.00013002702493439418
102,4.0,15.0,12.221429067128392,0.0005828809128657877,17.796003405069158,26.53925161190365,0.0005198168534234995
103,4.0,12.0,3.5042023350304206,0.00029280956001417137,13.126409777181209,60.08875302636207,0.0003772748823575428
104,3.0,12.0,16.875083215806665,0.00041939294106269867,16.223968272944546,63.26941765574094,0.00035016319263615146
105,3.0,14.0,23.819117729061688,0.0004429322932238043,23.85370290440548,71.62714877636304,0.00029892444046828256
106,3.0,12.0,24.941609783706383,0.0003636828747327125,32.006695354059005,38.78905162229236,0.00015957484262301815
107,4.0,12.0,3.0,0.00044239300911006656,8.894264954114986,51.34985508971659,0.0002925173620572737
108,2.0,14.0,10.836486979317538,0.0001856733170586593,17.821989293291765,45.913008382014745,0.00011254264191188783
109,2.0,13.0,19.099330226138314,0.00020273391967074619,24.437269100609537,36.93678133152417,0.00019636965759361108
110,2.0,12.0,7.003932812725617,0.0004764172109446954,24.794918001953526,42.96445031168318,0.0002714879160556985
111,4.0,15.0,14.39789948987741,0.0006839317004042448,21.93032524220819,47.41224535633019,0.00031675074749013514
112,3.0,14.0,10.063942769508907,0.00012878121793065143,22.233796352369477,38.266633800576486,0.00012182728145158675
113,4.0,15.0,13.715725701884223,0.0001973544685919787,13.745468651133843,43.96905087414808,0.0003975446941024397
114,4.0,13.0,15.695755414358976,0.00027586072000895226,14.925403881986496,21.481226480427296,0.0003835866554966234
115,1.0,11.0,22.297572777967705,0.000340613232685701,25.572680207660458,9.742427013336702,0.0009598881207099675
116,2.0,9.0,7.826145002303994,0.00042368832442871195,13.889882316349885,22.295167271841503,0.00025497282001467526
117,4.0,13.0,16.651438849153777,0.0002637140647341639,14.442493766145663,51.56155794368711,0.0005618562632354254
118,2.0,11.0,15.980604252888094,8.29365496477734e-05,8.0,35.21763171075294,0.0003065520703809532
119,3.0,12.0,14.0082107643416,0.00029272371757861615,8.0,32.24591787517978,0.0003141490439171783
120,2.0,9.0,10.921806197620516,0.00027044663718807615,24.741715188304973,27.677919747222003,0.00044383407243896145
121,4.0,11.0,13.74727826243251,0.00036021848565109626,15.499533961440694,35.5482235782669,0.00041839394202116244
122,2.0,13.0,15.738800029015577,0.0007534025508667085,12.714396423201393,31.032982103606273,0.00012463196125958858
123,1.0,9.0,8.87331320865164,0.0006830283216956236,11.108993133594975,47.47642839917766,0.0004761386998807482
124,4.0,11.0,6.120510952766974,0.0004021877914646661,24.022085189393614,30.94748112326448,0.00016119869618212568
125,1.0,13.0,25.1506643667179,0.0002358323605990493,19.728838254381166,9.915242433562327,0.0005317178464554338
126,4.0,15.0,18.533154895877757,9.539032422257632e-05,26.782312794503476,44.46964555847008,0.00038709084985261193
127,1.0,12.0,15.724125189355325,0.0003969235545160841,20.078309038052048,17.92843913611644,0.0005105416155785243
128,4.0,15.0,23.145727617415115,0.00038791763821413214,8.915380376035976,23.940939670295847,0.0009114068247164718
129,1.0,13.0,18.765199379406468,0.00034777256592438953,27.108951627738605,56.44415175426441,0.00031385560346691623
130,4.0,15.0,8.182206737670018,0.00022587082146175412,8.0,57.28678071779195,0.0004913984102033603
131,3.0,11.0,21.884848065632077,0.00014268026923310904,22.7133914090603,53.32108348288715,0.0004585301510009886
132,4.0,12.0,12.712401880467539,0.0003091005032817157,26.579599457669154,55.872171410512266,0.00010268250837547471
133,1.0,7.0,11.60004636731981,0.0009721426368104796,34.75770344194357,22.97062831116657,0.00038855508909981694
134,2.0,13.0,15.979874592421995,0.00037177199726512455,28.112486569488887,49.7105126760144,0.00017580396830709833
135,1.0,8.0,10.38614387696071,0.0001521849923691033,13.959482697624665,34.34570794078637,0.0002502979313443151
136,4.0,11.0,7.992659127372168,0.00024957241512296057,26.795124753057955,25.916249093099314,0.00021871969387594474
137,4.0,15.0,18.309720990448735,0.00021392386342660184,16.846306929136325,73.71231351953752,0.0005270894068181691
138,2.0,9.0,33.28925526821668,0.0001523416123459991,28.808750207061287,52.37210583084053,0.00047001288106489445
139,3.0,10.0,24.624486402673,0.00026925463704407284,38.82453162113863,32.33185997705151,0.00043821678892269335
140,2.0,10.0,16.69121559154029,0.00032902273037044175,16.641960258966247,59.72559489963969,9.358295171062795e-05
141,3.0,15.0,19.412879363587308,0.00023699895522558693,36.3234161788589,34.51058409932124,0.00017943535683950885
142,1.0,8.0,23.527394265108466,0.00026214994787120914,33.91329942693116,17.248747877861817,0.000891622595455491
143,4.0,13.0,17.810036232519316,0.0006152882103903278,20.33809194810811,36.748188882616226,0.0002471264737839184
144,1.0,10.0,15.043572466366493,0.00032070856796258826,26.31573866219255,54.63076175416047,0.00024050526588378126
145,1.0,13.0,33.05816961764853,0.00039702487455043814,34.05141072251841,54.04664225626703,0.00037703360868074365
146,2.0,8.0,18.208091911957727,0.00015261959131447622,23.94479713430577,46.467135423896615,0.0007686316679307931
147,3.0,9.0,14.824302822598046,0.0005618302744480712,13.369266342798477,54.911670785416895,0.0002628383608670268
148,2.0,12.0,7.172367929359563,0.0002067075859455345,8.0,51.58454737015606,0.00032354812502790817
149,2.0,12.0,17.579494246641797,8.542763687829875e-05,26.035831322263732,53.64275541594827,0.0005732020079165128
150,4.0,14.0,3.637549218052504,0.00027990951008637695,17.026473201762784,69.7717184240193,0.0004511859645665913
151,4.0,12.0,20.50642968072851,0.0002815904418008686,32.89888496796896,52.92647870295849,0.0003753286965385548
152,1.0,7.0,15.533739977720446,7.902093552549031e-05,23.319323474524307,31.485832959342133,0.0001486050318376521
153,1.0,11.0,17.62848461569823,0.00027954567107333386,31.649671768178855,25.94591319539411,0.0004641504837714703
154,1.0,8.0,13.411000337860692,0.0002870171998563663,12.434824482532868,32.15949456330725,0.00015154487334511033
155,3.0,14.0,15.968451956407861,0.00012848703808713554,8.0,35.80444615502475,0.00038102012489394
156,1.0,12.0,19.655397694859957,0.00014102191984192273,15.927245811629389,53.26806544261515,0.00024326138604834971
157,3.0,12.0,12.680322084414446,0.0004068442582327399,25.227425431925205,77.25176041459989,0.00010125657365119647
158,4.0,10.0,10.28513811758361,0.00019948665074524395,10.56603951338606,26.732133043574507,0.0003815464216720021
159,2.0,9.0,20.24304112898851,0.000228954173331632,20.00015054596528,31.729848347917667,0.0001584536987046149
160,4.0,15.0,19.20681781834003,0.0002753172156380777,31.242187683930982,65.02613733930727,0.00027822878839355746
161,4.0,16.0,19.2094029340388,0.0004156456158820929,21.966834738185756,35.068486146382334,0.0004558358272930247
162,2.0,11.0,16.287175466121358,0.0009073253265579184,36.306539092678605,46.79328786024439,0.0002313247490177071
163,1.0,10.0,8.160095524103014,0.0003906057330172951,8.0,25.434229354479164,0.0001846688865118285
164,3.0,9.0,8.540557392469914,0.00022653835880329388,20.868352509757084,45.97964876922739,0.0005723401471920517
165,1.0,9.0,12.524946119490604,0.0002665430036180052,15.708601101123211,54.16480549156004,0.0001410647920006959
166,4.0,10.0,5.385932330340392,0.0001794160047931503,8.0,50.10139237951187,6.774163320380729e-05
167,1.0,7.0,12.11786590056676,0.00027228422721915893,14.727698572934504,25.620854797730843,0.000125647869751539
168,4.0,15.0,16.59600619472217,0.0003481615968687642,11.12649683406736,43.11139815684345,0.000368573968866491
169,4.0,10.0,15.48877840966515,0.00021709822571722276,27.913928451117222,69.22503459868098,0.0003047895853426985
170,1.0,11.0,13.968301809628699,0.0001592907264391365,29.60394573111936,43.690850406948265,0.00030941711616329153
171,3.0,10.0,22.34279127497341,0.0010170140801998965,27.580665707373807,43.009791484525365,0.0002677565284917805
172,3.0,12.0,18.9434327081666,0.0005228226013991615,17.7301306355581,47.37457104236148,0.0003178549216783722
173,3.0,9.0,27.731065992742536,0.00025421456275683983,25.169856275070995,49.567478207333636,0.0003130174607051107
174,4.0,16.0,20.936554732518157,0.0002696309516989325,17.88759513237207,39.696836425875425,0.00036677448288454045
175,1.0,11.0,22.480361198708916,0.00013556655649124807,8.0,49.07881317888797,0.00022251945075019185
176,2.0,9.0,8.566173560727472,0.00033471355857837533,18.748664412671868,49.65934735194902,0.0002723347707049679
177,4.0,13.0,33.81992589972292,0.00023886193968210217,37.94853447241853,33.35532056875741,0.0005309743953425219
178,2.0,9.0,10.81493816131568,0.00019705270315662697,26.3300307744663,46.78023720115972,0.0003367117323477924
179,2.0,11.0,3.7178154926465155,0.00039796629067936744,9.898684655708365,20.332915005941445,0.0005510247102684306
180,4.0,10.0,25.210023258106585,0.00023847161812853978,35.06261816253581,58.56016529263305,0.0002299220485528697
181,1.0,7.0,15.08981752886778,0.0003353600330815323,21.974278002253314,50.526684114329754,0.0001697688735191183
182,1.0,11.0,5.1618704505184745,0.0005835483769135527,9.970032627292323,45.64105332869777,0.00015529184850810696
183,3.0,10.0,16.340279107413863,0.0005459959260052406,35.02684667811071,33.285174287094144,0.00010928476584259117
184,3.0,10.0,6.028423998597198,0.0002243145287790907,32.923028310090636,51.825087718465234,0.00016067611682424942
185,1.0,12.0,14.257077393282213,0.00020178082574262815,8.0,40.048709511975524,0.00017653333272991012
186,4.0,15.0,3.0,0.0003409124178025562,15.076223377072804,44.50322724220701,0.00021210815706062587
187,2.0,8.0,15.089215998579412,0.0004897449958008856,28.011981200035184,51.58101918655363,0.00027064573558125554
188,1.0,9.0,13.417822505624354,0.000687166248291998,30.398183194505858,62.02354026862636,0.0002094658345958482
189,2.0,10.0,25.708755183706515,0.0004898719568518042,11.511409764942327,73.26116131255654,0.000196226161755625
190,1.0,12.0,10.753495848603114,0.0007734550276605733,15.801057340810406,54.37832785888609,0.0006284011218553737
191,2.0,8.0,16.212371240384634,0.0005348955172116409,8.0,58.97132063418972,0.000195214544399593
192,2.0,13.0,20.241929244221545,0.0003241226576676697,17.35363246355162,40.383517857271904,0.00026576876429286743
193,2.0,11.0,23.389401340226435,0.0002661524857258188,36.2918169343676,35.810410520727714,0.00019717807488891443
194,4.0,16.0,19.922389074642155,9.734103231802854e-05,34.92258326909836,52.50564626451468,0.0003264607520815584
195,1.0,9.0,12.59111739913973,0.0002242398648089597,19.110419842103603,49.23273935253612,0.0003250646918908626
196,4.0,14.0,16.531156237784277,0.000274695727110402,28.688781933964492,52.23320444775215,0.00011887404082226587
197,2.0,12.0,28.325069553682923,0.0005614796591785163,25.153211491069186,35.713177301209456,0.00018305219029505384
198,3.0,10.0,12.166059684494346,0.00011230764450392962,29.155852221047624,32.40737207271871,0.0004457439563940855
199,1.0,13.0,8.920204856003078,0.00023773124107887757,23.904212863969125,29.207947853262308,0.00010408347029924762
200,2.0,9.0,9.495808148699505,0.0006352555507604086,34.96245392427197,23.52068574442608,0.00036017302731884465
201,2.0,8.0,14.827672209136153,0.00026644748202920806,31.105354082705745,14.298218467160105,0.00020516626275909774
202,1.0,13.0,15.110123555723613,0.00027930518259563353,22.215951028253738,61.301118183102844,0.00012977385310234118
203,1.0,13.0,15.239792595795432,0.0002207539768771864,24.09222758887893,56.627182206220894,0.00015594011134825318
204,1.0,7.0,11.848781287108324,0.00043688873977811455,31.77868103086319,60.646228262995216,0.00014010301649332392
205,2.0,14.0,10.864035526006841,0.0002385942296707663,14.957922023972564,83.34696969777204,0.0003405844040184937
206,1.0,13.0,19.382946502835306,9.413424545900393e-05,22.726774284807203,39.511865627542036,0.0004411199888485905
207,3.0,9.0,25.967357289015755,0.00016180999245520735,16.162682155317462,76.16403990615225,0.00022781725592595784
208,4.0,10.0,12.283809883151012,0.00020377439563239421,25.12870339876992,27.800571637091142,0.0005498786470053807
209,4.0,11.0,15.99071616883579,0.00038347927771839124,16.300946100416645,95.0,0.00038971639054074863
210,2.0,11.0,5.86958768272342,0.0002433041696522681,21.181239899419662,30.876767598992224,0.00020413527799112918
211,2.0,9.0,17.681881527479987,0.0003412485583220632,19.53597640607233,71.25907972603729,0.000955465189892527
212,3.0,9.0,21.479076831536283,0.00016141064373388327,26.599791774413298,35.80552934504702,0.00015633061534894274
213,2.0,11.0,11.769545177909485,0.00014944431131368548,28.923387203148373,42.60861296869371,0.00032006325562150334
214,3.0,13.0,17.269251581667323,0.00024036607956520146,20.057765270981953,45.38289440338665,0.0005075079824221826
215,2.0,14.0,15.70551826924869,0.0001836009558817989,38.41911366030177,73.91512924746556,0.0002740645943474751
216,3.0,12.0,25.16666418062298,0.0002741334168115595,14.611258438019913,22.239317387725816,0.00014366340698556023
217,3.0,10.0,10.658257252884649,0.0001825840071470247,8.0,62.02682536908883,0.0006614916995909375
218,2.0,8.0,15.083564673107745,0.0005518208767534493,8.0,44.66042030578642,0.00023524590898113727
219,4.0,12.0,9.535721072053356,0.0002290926030343211,19.968693560166738,53.37399308730683,0.0001352798618284362
220,2.0,12.0,15.294444807334042,0.0004287407273661802,34.10961619362866,33.079284236197395,0.00039147181333492643
221,3.0,14.0,29.084227556657297,0.0001797415229298782,23.466072325226552,54.55277778890582,0.0002978128798373573
222,3.0,13.0,6.709724239003986,0.0004087139965313559,8.0,85.67896942961451,0.00031307164797007955
223,3.0,9.0,19.308426251702564,0.0005590885185008151,13.642753231376187,35.16593918497796,0.0002295718831709328
224,2.0,8.0,9.50479212826145,0.00022567230637890055,8.0,46.44895411781138,0.0008198394601595598
225,1.0,7.0,16.67695939343957,0.0003946700589796892,8.0,55.05647061204212,0.00013268144703901981
226,2.0,12.0,16.435369507969003,0.0004914189973451549,37.84784267801699,58.784464741664614,0.0003632045227820036
227,1.0,8.0,18.391524298397893,0.0005315697692542456,16.285547411891727,43.16053088567358,0.00016944510397232362
228,3.0,11.0,15.422401326841994,0.00029232430858695704,12.380522723129022,57.67525341909298,0.0009610710995267247
229,1.0,8.0,14.934914055766216,0.00033185062714071215,25.097562838070104,46.222274697470915,0.0004953513936680233
230,4.0,15.0,28.486381677212474,0.0005513241704008918,15.838886560674588,40.81548856044554,0.00017047410100970006
231,2.0,9.0,19.44898854545841,0.0002788853848693118,18.338004183694597,41.199150431017394,0.00030881472254209026
232,2.0,13.0,3.240526833724413,0.0002542817233802708,23.49761884581843,45.91869642163448,0.00042003686433303406
233,1.0,13.0,7.956766179478784,0.00024232863398205662,23.023685286929734,59.489576714661645,0.0006714852406741487
234,1.0,7.0,20.667384680431397,0.0006202528674822891,28.537446419670854,47.5862910497594,0.000291059665723373
235,4.0,10.0,10.016920745310186,0.00011532340583050202,20.453003073143062,21.890235930926938,0.00018457100274911272
236,2.0,8.0,3.0,0.0002533009473117857,31.60135931851557,63.92909891702108,0.00014812631413459315
237,4.0,15.0,16.91404867112785,0.0005724771936318558,21.503412823487515,40.10883420661375,0.0002042438783074366
238,1.0,13.0,7.6024384984736955,0.0005926657649973207,17.828937891638084,63.61565093620716,0.0007501159840104532
239,3.0,13.0,12.322826854157006,0.00012241701132387325,26.562422391814287,29.897215740173806,0.0002783233515664984
240,3.0,12.0,18.62796715103671,0.0004300441187184235,23.2028089196771,56.96026721330404,0.00015303996751068953
241,1.0,10.0,11.648776528035887,0.00021811355405707523,33.007497554783406,60.45509854381556,0.00020049821306663895
242,2.0,14.0,8.929945118369506,0.0001680712433858798,15.07542613899341,40.73701964881125,0.0004936160498111804
243,3.0,11.0,10.10655695930794,0.0001832962894721417,8.0,47.247695708981304,0.0005698923912893361
244,2.0,8.0,11.25159884074144,0.0002720490575850445,20.357780547808957,25.849971712569058,0.0001127017634646007
245,4.0,14.0,17.50294072244108,0.00019815102524647685,32.569191452170514,47.48577083219733,0.0004219608824174816
246,3.0,15.0,7.4068056796661175,0.00023574258153758203,12.623670518720152,56.411565288450774,0.00021689398976716128
247,3.0,14.0,18.617331865463715,0.0002626519846506738,22.77669436508568,30.279210826948958,0.00015556058657647514
248,3.0,12.0,22.212251390659276,0.0003038425837441955,22.705429135672414,52.69686606595401,0.0001070429442320726
249,4.0,14.0,17.514031169267795,0.0008430668894073754,16.87378877367018,37.075673492516856,0.0001658700913762256
250,1.0,8.0,14.919298296486609,0.0004727886879562008,24.482083813947014,44.553117668691606,0.00041343111827518724
251,1.0,8.0,20.868084110418557,0.00014648775595032444,21.163373224933075,33.523194463974974,0.00029500753820856524
252,4.0,11.0,31.875955058598706,0.0002547494944622704,29.223288749775826,29.684215586744187,0.0002856957388985312
253,3.0,9.0,7.468341420140918,0.00030086131289110775,17.17673857099559,43.474942975470995,0.00023831560892921246
254,3.0,14.0,13.14153933251184,0.00016170803332950833,19.511195311130606,57.013303704240855,0.00021806925108969612
255,4.0,13.0,3.0,0.0003074020129699,28.5535943906413,35.09194311663202,0.0002505837935665767
256,1.0,11.0,10.82651318306316,0.0002312430151679711,32.35128576710398,40.88102221290614,0.0003827134191953797
257,4.0,14.0,28.1415566995813,0.0008453879150502882,13.751083904961487,53.94823437507362,0.000150921980530188
258,3.0,9.0,26.46408694476826,0.00030153760130224004,14.597916465350968,26.632891715141028,0.00024493456516389104
259,3.0,14.0,26.150179899296973,0.000570892039243294,27.30519706529518,75.62687760556267,0.0007175171271675316
260,3.0,9.0,17.73763695780515,0.00036863705172613477,34.07299728410729,19.740335803625232,0.00047425209935895795
